"procedure_id","procedure_name_ar","procedure_name_en","procedure_year","procedure_number","instance_date","actual_worth","row_status_code","procedure_area","property_type_id","property_type_ar","property_type_en","property_sub_type_id","property_sub_type_ar","property_sub_type_en","area_id","area_name_ar","area_name_en","actual_area","property_total_value"
"24","تقييم عقار","Property Evaluation","2010","225","02-03-2010","1200000.00","COMPLETED","27.69","1","ارض","Land","62","تجارية","Commercial","242","الراس","Al Ras","27.69","1200000.00"
"24","تقييم عقار","Property Evaluation","2010","228","25-02-2010","2636085.00","COMPLETED","1580.00","1","ارض","Land","65","صناعية","Industrial","319","راس الخور الصناعيه الثانيه","Ras Al Khor Industrial Second","1580.00","2636085.00"
"24","تقييم عقار","Property Evaluation","2010","230","02-03-2010","8000000.00","COMPLETED","303.05","1","ارض","Land","62","تجارية","Commercial","242","الراس","Al Ras","303.05","8000000.00"
"24","تقييم عقار","Property Evaluation","2010","235","15-02-2010","2000000.00","COMPLETED","171.41","1","ارض","Land","62","تجارية","Commercial","238","الضغايه","Al Dhagaya","171.45","2000000.00"
"24","تقييم عقار","Property Evaluation","2010","240","15-02-2010","1700000.00","COMPLETED","121.35","1","ارض","Land","62","تجارية","Commercial","238","الضغايه","Al Dhagaya","221.76","1700000.00"
"24","تقييم عقار","Property Evaluation","2010","270","21-02-2010","10233140.00","COMPLETED","1302.31","1","ارض","Land","62","تجارية","Commercial","323","القصيص الصناعيه الخامسه","Al Qusais Industrial Fifth","1302.31","10233140.00"
"24","تقييم عقار","Property Evaluation","2010","293","23-02-2010","16500000.00","COMPLETED","2787.09","1","ارض","Land","62","تجارية","Commercial","301","النهده الثانيه","Al Nahda Second","2787.09","16500000.00"
"24","تقييم عقار","Property Evaluation","2010","296","23-02-2010","35339200.00","COMPLETED","631.37","1","ارض","Land","62","تجارية","Commercial","367","السوق الكبير","Al Suq Al Kabeer","631.37","35339200.00"
"24","تقييم عقار","Property Evaluation","2010","333","21-02-2010","3414460.00","COMPLETED","4531.62","1","ارض","Land",null,"","","345","ورسان الثالثه","Al Warsan Third","4532.00","3414460.00"
"24","تقييم عقار","Property Evaluation","2010","336","21-02-2010","2735280.00","COMPLETED","1411.75","1","ارض","Land","65","صناعية","Industrial","373","القوز الصناعيه الرابعه","Al Goze Industrial Fourth","1413.48","2735280.00"
"24","تقييم عقار","Property Evaluation","2009","1169","16-02-2010","8685300.00","COMPLETED","1241.37","1","ارض","Land","62","تجارية","Commercial","322","القصيص الصناعيه الرابعه","Al Qusais Industrial Fourth","1241.37","9754260.00"
"24","تقييم عقار","Property Evaluation","2010","341","28-02-2010","1187100.00","COMPLETED","1838.09","1","ارض","Land",null,"","","345","ورسان الثالثه","Al Warsan Third","1838.09","1187100.00"
"24","تقييم عقار","Property Evaluation","2010","342","21-03-2010","125000000.00","COMPLETED","3914.93","1","ارض","Land","62","تجارية","Commercial","240","بور سعيد","Port Saeed","3914.93","125000000.00"
"24","تقييم عقار","Property Evaluation","2010","352","25-02-2010","4789800.00","COMPLETED","2472.15","1","ارض","Land","65","صناعية","Industrial","308","القوز الصناعيه الاولى","Al Goze Industrial First","3471.41","4789800.00"
"24","تقييم عقار","Property Evaluation","2010","353","25-02-2010","9000000.00","COMPLETED","1505.03","1","ارض","Land","63","سكنية","Residential","314","الصفا الثانيه","Al Saffa Second","1505.03","9000000.00"
"24","تقييم عقار","Property Evaluation","2010","354","25-02-2010","2513800.00","COMPLETED","1167.70","1","ارض","Land","65","صناعية","Industrial","309","القوز الصناعيه الثالثه","Al Goze Industrial Third","1741.93","2513800.00"
"24","تقييم عقار","Property Evaluation","2010","379","09-03-2010","3500000.00","COMPLETED","594.58","1","ارض","Land","63","سكنية","Residential","370","ام سقيم الثالثه","Um Suqaim Third","594.58","3500000.00"
"24","تقييم عقار","Property Evaluation","2010","395","02-03-2010","19803190.00","COMPLETED","1839.78","1","ارض","Land","63","سكنية","Residential","368","البرشاء الاولى","Al Barsha First","1839.76","19803190.00"
"24","تقييم عقار","Property Evaluation","2010","403","04-03-2010","3000000.00","COMPLETED","1393.55","1","ارض","Land","63","سكنية","Residential","393","البرشاء الثانيه","Al Barsha Second","1393.55","3000000.00"
"24","تقييم عقار","Property Evaluation","2010","429","08-03-2010","4410000.00","COMPLETED","1170.58","1","ارض","Land","63","سكنية","Residential","313","الصفا الاولى","Al Saffa First","1170.58","4410000.00"
"24","تقييم عقار","Property Evaluation","2010","443","08-03-2010","1349250.00","COMPLETED","167.13","1","ارض","Land","62","تجارية","Commercial","267","الرفاعه","Al Raffa","167.23","1349250.00"
"24","تقييم عقار","Property Evaluation","2010","460","11-03-2010","14372800.00","COMPLETED","1027.14","1","ارض","Land","62","تجارية","Commercial","244","المرقبات","Al Murqabat","1027.14","14372800.00"
"24","تقييم عقار","Property Evaluation","2010","462","11-03-2010","12141900.00","COMPLETED","2506.71","1","ارض","Land","62","تجارية","Commercial","305","القصيص","AL QUSAIS","2507.00","12141900.00"
"24","تقييم عقار","Property Evaluation","2010","473","11-03-2010","26781300.00","COMPLETED","3827.79","1","ارض","Land","63","سكنية","Residential","318","جميرا الثالثه","Jumeirah Third","3827.79","26781300.00"
"24","تقييم عقار","Property Evaluation","2010","483","25-03-2010","110000000.00","COMPLETED","1054.45","1","ارض","Land","62","تجارية","Commercial","362","نايف","Naif","1054.45","110000000.00"
"24","تقييم عقار","Property Evaluation","2010","484","03-05-2010","1000000.00","COMPLETED","185.81","1","ارض","Land","62","تجارية","Commercial","233","هور العنز","Hor Al Anz","185.81","1000000.00"
"24","تقييم عقار","Property Evaluation","2010","501","30-03-2010","11695450.00","COMPLETED","8358.02","1","ارض","Land","65","صناعية","Industrial","395","جبل على الصناعية الأولى","Jabal Ali Industrial First","8358.02","11695450.00"
"24","تقييم عقار","Property Evaluation","2010","502","23-03-2010","8716180.00","COMPLETED","3680.72","1","ارض","Land","65","صناعية","Industrial","308","القوز الصناعيه الاولى","Al Goze Industrial First","3680.73","8716180.00"
"24","تقييم عقار","Property Evaluation","2010","513","30-03-2010","4596150.00","COMPLETED","656.92","1","ارض","Land","62","تجارية","Commercial","233","هور العنز","Hor Al Anz","656.92","4596150.00"
"24","تقييم عقار","Property Evaluation","2010","518","31-03-2010","41010000.00","COMPLETED","15874.80","1","ارض","Land","65","صناعية","Industrial","376","راس الخور الصناعيه الاولى","Ras Al Khor Industrial First","15874.81","41010000.00"
"24","تقييم عقار","Property Evaluation","2010","528","08-04-2010","20421440.00","COMPLETED","3648.49","1","ارض","Land","65","صناعية","Industrial","347","القوز الثالثه","Al Goze Third","3648.49","20421440.00"
"24","تقييم عقار","Property Evaluation","2010","536","08-04-2010","18200000.00","COMPLETED","4830.96","1","ارض","Land","62","تجارية","Commercial","305","القصيص","AL QUSAIS","4830.96","18200000.00"
"24","تقييم عقار","Property Evaluation","2010","544","13-04-2010","3000000.00","COMPLETED","929.03","1","ارض","Land","63","سكنية","Residential","234","هور العنز شرق","Hor Al Anz East","929.03","3000000.00"
"24","تقييم عقار","Property Evaluation","2010","551","06-04-2010","3642000.00","COMPLETED","281.96","1","ارض","Land","62","تجارية","Commercial","239","البراحه","Al Baraha","281.96","3642000.00"
"24","تقييم عقار","Property Evaluation","2010","554","06-04-2010","800000.00","COMPLETED","107.21","1","ارض","Land","63","سكنية","Residential","233","هور العنز","Hor Al Anz","107.23","800000.00"
"24","تقييم عقار","Property Evaluation","2010","572","06-04-2010","29448000.00","COMPLETED","2735.81","1","ارض","Land","62","تجارية","Commercial","271","الكرامه","Al Karama","2735.81","29448000.00"
"24","تقييم عقار","Property Evaluation","2010","575","06-04-2010","13099500.00","COMPLETED","1352.20","1","ارض","Land","62","تجارية","Commercial","388","عود ميثا","Oud Metha","1352.02","13099500.00"
"24","تقييم عقار","Property Evaluation","2010","580","08-04-2010","20000000.00","COMPLETED","1858.06","1","ارض","Land","62","تجارية","Commercial","378","القرهود","Al Garhoud","1858.06","20000000.00"
"24","تقييم عقار","Property Evaluation","2010","713","03-05-2010","6000000.00","COMPLETED","1393.55","1","ارض","Land","63","سكنية","Residential","266","السطوه","Al Satwa","1393.55","6000000.00"
"24","تقييم عقار","Property Evaluation","2010","721","27-05-2010","52000000.00","COMPLETED","115512.43","1","ارض","Land","64","زراعية","Agricultural","401","وادي العمردي","Wadi Al Amardi","115512.43","52000000.00"
"24","تقييم عقار","Property Evaluation","2010","722","28-04-2010","142392600.00","COMPLETED","94490.71","1","ارض","Land","62","تجارية","Commercial","374","ام الشيف","Um Al Sheif","94490.75","142392600.00"
"24","تقييم عقار","Property Evaluation","2009","1182","26-04-2010","85000000.00","COMPLETED","172849.94","1","ارض","Land","62","تجارية","Commercial","413","جزر العالم","World Islands","172849.94","85000000.00"
"24","تقييم عقار","Property Evaluation","2010","754","03-05-2010","754440.00","COMPLETED","1168.16","1","ارض","Land",null,"","","345","ورسان الثالثه","Al Warsan Third","1168.00","754440.00"
"24","تقييم عقار","Property Evaluation","2010","755","03-05-2010","817180.00","COMPLETED","1167.98","1","ارض","Land",null,"","","345","ورسان الثالثه","Al Warsan Third","1167.98","817180.00"
"24","تقييم عقار","Property Evaluation","2010","771","06-05-2010","1814000.00","COMPLETED","168.53","1","ارض","Land","62","تجارية","Commercial","233","هور العنز","Hor Al Anz","169.45","1814000.00"
"24","تقييم عقار","Property Evaluation","2010","778","06-05-2010","15050700.00","COMPLETED","1553.62","1","ارض","Land","62","تجارية","Commercial","278","منخول","Mankhool","1554.00","15050700.00"
"24","تقييم عقار","Property Evaluation","2010","787","06-05-2010","20000000.00","COMPLETED","3716.12","1","ارض","Land","63","سكنية","Residential","315","المناره","Al Manara","3716.12","20000000.00"
"24","تقييم عقار","Property Evaluation","2010","792","27-05-2010","302010300.00","COMPLETED","31175.18","1","ارض","Land","62","تجارية","Commercial","330","مرسى دبي","Marsa Dubai","31175.18","302010300.00"
"24","تقييم عقار","Property Evaluation","2010","794","06-05-2010","9880500.00","COMPLETED","2622.65","1","ارض","Land","62","تجارية","Commercial","352","الثنيه الرابعة","Al Thanayah Fourth","2622.55","9880500.00"
"24","تقييم عقار","Property Evaluation","2010","818","12-05-2010","6750000.00","COMPLETED","1393.55","1","ارض","Land","62","تجارية","Commercial","301","النهده الثانيه","Al Nahda Second","1393.55","6750000.00"
"24","تقييم عقار","Property Evaluation","2010","826","12-05-2010","23270400.00","COMPLETED","2402.10","1","ارض","Land","62","تجارية","Commercial","244","المرقبات","Al Murqabat","946.94","23270400.00"
"24","تقييم عقار","Property Evaluation","2010","830","26-05-2010","35280000.00","COMPLETED","4682.31","1","ارض","Land","62","تجارية","Commercial","328","الجافليه","Al Jafliya","4682.25","35280000.00"
"24","تقييم عقار","Property Evaluation","2010","847","17-05-2010","34889214.00","COMPLETED","5402.19","1","ارض","Land","62","تجارية","Commercial","443","الثنيه الأولى","Al Thanyah First","5402.19","34889214.00"
"24","تقييم عقار","Property Evaluation","2010","848","17-05-2010","39592304.40","COMPLETED","5573.10","1","ارض","Land","62","تجارية","Commercial","443","الثنيه الأولى","Al Thanyah First","5573.10","39592304.40"
"24","تقييم عقار","Property Evaluation","2010","875","27-05-2010","12330000.00","COMPLETED","254.55","1","ارض","Land","62","تجارية","Commercial","242","الراس","Al Ras","254.55","12330000.00"
"24","تقييم عقار","Property Evaluation","2010","880","30-05-2010","20847100.00","COMPLETED","1139.27","1","ارض","Land","62","تجارية","Commercial","362","نايف","Naif","1139.27","20847100.00"
"24","تقييم عقار","Property Evaluation","2010","891","31-05-2010","6200000.00","COMPLETED","929.03","1","ارض","Land","63","سكنية","Residential","317","جميرا الاولى","Jumeirah First","929.03","6200000.00"
"24","تقييم عقار","Property Evaluation","2010","901","27-05-2010","21015500.00","COMPLETED","1774.91","1","ارض","Land","62","تجارية","Commercial","271","الكرامه","Al Karama","1774.91","21015500.00"
"24","تقييم عقار","Property Evaluation","2010","917","27-05-2010","6601500.00","COMPLETED","1226.60","1","ارض","Land","63","سكنية","Residential","434","وادي الصفا 6","Wadi Al Safa 6","1226.60","6601500.00"
"24","تقييم عقار","Property Evaluation","2010","929","14-06-2010","1300000.00","COMPLETED","161.56","3","وحدة","Unit","60","شقه سكنيه","Flat","330","مرسى دبي","Marsa Dubai","138.50","1300000.00"
"24","تقييم عقار","Property Evaluation","2010","938","14-06-2010","7087300.00","COMPLETED","1936.56","1","ارض","Land","65","صناعية","Industrial","309","القوز الصناعيه الثالثه","Al Goze Industrial Third","2636.87","7087300.00"
"24","تقييم عقار","Property Evaluation","2010","943","02-06-2010","12000000.00","COMPLETED","1858.06","1","ارض","Land","62","تجارية","Commercial","247","الخبيصى","Al Khabeesi","1858.06","12000000.00"
"24","تقييم عقار","Property Evaluation","2010","960","28-06-2010","989040.00","COMPLETED","765.71","1","ارض","Land","63","سكنية","Residential","382","الوحيده","Al Waheda","765.71","989040.00"
"24","تقييم عقار","Property Evaluation","2010","963","14-06-2010","12427140.00","COMPLETED","3498.54","1","ارض","Land","65","صناعية","Industrial","309","القوز الصناعيه الثالثه","Al Goze Industrial Third","4180.66","12427140.00"
"24","تقييم عقار","Property Evaluation","2010","976","10-06-2010","6750000.00","COMPLETED","1393.55","1","ارض","Land","62","تجارية","Commercial","301","النهده الثانيه","Al Nahda Second","1393.55","6750000.00"
"24","تقييم عقار","Property Evaluation","2010","983","10-06-2010","12000000.00","COMPLETED","929.03","1","ارض","Land","62","تجارية","Commercial","267","الرفاعه","Al Raffa","929.03","12000000.00"
"24","تقييم عقار","Property Evaluation","2010","985","10-06-2010","9524700.00","COMPLETED","2949.58","1","ارض","Land","63","سكنية","Residential","317","جميرا الاولى","Jumeirah First","2949.58","9524700.00"
"24","تقييم عقار","Property Evaluation","2010","986","10-06-2010","735000.00","COMPLETED","227.61","1","ارض","Land","63","سكنية","Residential","276","البدع","Al Bada","227.61","735000.00"
"24","تقييم عقار","Property Evaluation","2010","997","08-06-2010","3500000.00","COMPLETED","594.58","1","ارض","Land","63","سكنية","Residential","276","البدع","Al Bada","594.58","3500000.00"
"24","تقييم عقار","Property Evaluation","2010","61","01-02-2010","12500000.00","COMPLETED","2716.58","1","ارض","Land","63","سكنية","Residential","276","البدع","Al Bada","2716.58","12500000.00"
"24","تقييم عقار","Property Evaluation","2010","78","07-02-2010","2067840.00","COMPLETED","1067.27","1","ارض","Land","65","صناعية","Industrial","372","القوز الصناعيه الثانيه","Al Goze Industrial Second","1068.39","2067840.00"
"24","تقييم عقار","Property Evaluation","2010","82","07-02-2010","16075350.00","COMPLETED","3318.77","1","ارض","Land","65","صناعية","Industrial","309","القوز الصناعيه الثالثه","Al Goze Industrial Third","3318.78","16075350.00"
"24","تقييم عقار","Property Evaluation","2010","97","07-02-2010","3217900.00","COMPLETED","2989.53","1","ارض","Land","65","صناعية","Industrial","395","جبل على الصناعية الأولى","Jabal Ali Industrial First","2989.53","3217900.00"
"24","تقييم عقار","Property Evaluation","2010","100","14-02-2010","7740200.00","COMPLETED","2765.72","1","ارض","Land","63","سكنية","Residential","231","الممزر","Al Mamzer","2765.72","7740200.00"
"24","تقييم عقار","Property Evaluation","2010","110","01-02-2010","51180641.60","COMPLETED","5403.22","1","ارض","Land",null,"","","307","الصفوح الاولى","Al Safouh First","5403.22","51180641.60"
"24","تقييم عقار","Property Evaluation","2010","138","14-02-2010","42000000.00","COMPLETED","18801.24","1","ارض","Land","62","تجارية","Commercial","305","القصيص","AL QUSAIS","18801.25","42000000.00"
"24","تقييم عقار","Property Evaluation","2010","154","08-02-2010","9000000.00","COMPLETED","1824.71","1","ارض","Land","65","صناعية","Industrial","308","القوز الصناعيه الاولى","Al Goze Industrial First","1824.71","9000000.00"
"24","تقييم عقار","Property Evaluation","2010","156","08-02-2010","15000000.00","COMPLETED","3100.08","1","ارض","Land","65","صناعية","Industrial","308","القوز الصناعيه الاولى","Al Goze Industrial First","3100.08","15000000.00"
"24","تقييم عقار","Property Evaluation","2010","173","10-02-2010","71279200.00","COMPLETED","8277.56","1","ارض","Land","62","تجارية","Commercial","378","القرهود","Al Garhoud","8277.56","71279200.00"
"24","تقييم عقار","Property Evaluation","2010","176","25-02-2010","9000000.00","COMPLETED","9290.30","1","ارض","Land","65","صناعية","Industrial","395","جبل على الصناعية الأولى","Jabal Ali Industrial First","9290.30","9000000.00"
"24","تقييم عقار","Property Evaluation","2010","178","25-02-2010","1324950.00","COMPLETED","1119.02","1","ارض","Land","65","صناعية","Industrial","395","جبل على الصناعية الأولى","Jabal Ali Industrial First","1119.00","1324950.00"
"24","تقييم عقار","Property Evaluation","2010","199","14-02-2010","50000000.00","COMPLETED","4386.88","1","ارض","Land","63","سكنية","Residential","317","جميرا الاولى","Jumeirah First","4386.88","50000000.00"
"24","تقييم عقار","Property Evaluation","2010","212","25-02-2010","3200000.00","COMPLETED","1858.06","1","ارض","Land","65","صناعية","Industrial","319","راس الخور الصناعيه الثانيه","Ras Al Khor Industrial Second","1858.06","3200000.00"
"24","تقييم عقار","Property Evaluation","2010","216","11-02-2010","1102850.00","COMPLETED","127.28","1","ارض","Land","62","تجارية","Commercial","238","الضغايه","Al Dhagaya","186.52","1102850.00"
"24","تقييم عقار","Property Evaluation","2010","237","25-02-2010","1650000.00","COMPLETED","1021.93","1","ارض","Land","65","صناعية","Industrial","319","راس الخور الصناعيه الثانيه","Ras Al Khor Industrial Second","1022.00","1650000.00"
"24","تقييم عقار","Property Evaluation","2007","50","24-01-2007","150000000.00","COMPLETED","929.03","1","ارض","Land","63","سكنية","Residential","329","المركز التجارى الثانيه","Trade Center Second","929.03","150000000.00"
"24","تقييم عقار","Property Evaluation","2009","50","13-01-2009","2500000.00","COMPLETED","211.35","1","ارض","Land","62","تجارية","Commercial","271","الكرامه","Al Karama","211.35","2500000.00"
"24","تقييم عقار","Property Evaluation","2004","51","21-01-2004","825000.00","COMPLETED","1393.55","1","ارض","Land","63","سكنية","Residential","393","البرشاء الثانيه","Al Barsha Second","1393.55","825000.00"
"24","تقييم عقار","Property Evaluation","2006","57","24-01-2006","55000000.00","COMPLETED","4916.52","1","ارض","Land","63","سكنية","Residential","317","جميرا الاولى","Jumeirah First","4916.52","55000000.00"
"24","تقييم عقار","Property Evaluation","2009","63","19-01-2009","384638847.00","COMPLETED","119113.68","1","ارض","Land","62","تجارية","Commercial","411","نخلة جبل علي","Palm Jabal Ali","121042.90","384638847.00"
"24","تقييم عقار","Property Evaluation","2003","64","26-02-2003","1000000.00","COMPLETED","667.32","1","ارض","Land","63","سكنية","Residential","328","الجافليه","Al Jafliya","667.32","1000000.00"
"24","تقييم عقار","Property Evaluation","2006","65","28-01-2006","1755000.00","COMPLETED","905.80","1","ارض","Land","63","سكنية","Residential","232","مردف","Mirdif","905.81","1755000.00"
"24","تقييم عقار","Property Evaluation","2005","68","07-02-2005","2400000.00","COMPLETED","1393.55","1","ارض","Land","63","سكنية","Residential","315","المناره","Al Manara","1393.55","2400000.00"
"24","تقييم عقار","Property Evaluation","2006","68","28-01-2006","10000000.00","COMPLETED","594.58","1","ارض","Land","63","سكنية","Residential","304","ام سقيم الثانيه","Um Suqaim Second","592.35","10000000.00"
"24","تقييم عقار","Property Evaluation","2007","68","29-01-2007","18750000.00","COMPLETED","2322.58","1","ارض","Land","62","تجارية","Commercial","301","النهده الثانيه","Al Nahda Second","2322.58","18750000.00"
"24","تقييم عقار","Property Evaluation","2007","71","29-01-2007","40000000.00","COMPLETED","6137.92","1","ارض","Land","63","سكنية","Residential","317","جميرا الاولى","Jumeirah First","6129.09","40000000.00"
"24","تقييم عقار","Property Evaluation","2003","74","02-03-2003","3600000.00","COMPLETED","2031.23","1","ارض","Land",null,"","","276","البدع","Al Bada","2031.23","3600000.00"
"24","تقييم عقار","Property Evaluation","2008","74","17-01-2008","65000000.00","COMPLETED","7709.09","1","ارض","Land","63","سكنية","Residential","303","ام سقيم الاولى","Um Suqaim First","7709.09","65000000.00"
"24","تقييم عقار","Property Evaluation","2009","78","20-01-2009","30000000.00","COMPLETED","5061.26","1","ارض","Land","62","تجارية","Commercial","303","ام سقيم الاولى","Um Suqaim First","5064.24","30000000.00"
"24","تقييم عقار","Property Evaluation","2004","80","11-02-2004","24000000.00","COMPLETED","5574.18","1","ارض","Land","62","تجارية","Commercial","355","النهده الاولى","Al Nahda First","5574.18","24000000.00"
"24","تقييم عقار","Property Evaluation","2006","80","30-01-2006","20000000.00","COMPLETED","929.03","1","ارض","Land","62","تجارية","Commercial","271","الكرامه","Al Karama","929.03","20000000.00"
"24","تقييم عقار","Property Evaluation","2007","82","07-02-2007","25000000.00","COMPLETED","807.14","1","ارض","Land","62","تجارية","Commercial","267","الرفاعه","Al Raffa","807.14","25000000.00"
"24","تقييم عقار","Property Evaluation","2003","83","02-03-2003","1190400.00","COMPLETED","138.24","1","ارض","Land","62","تجارية","Commercial","238","الضغايه","Al Dhagaya","138.24","1190400.00"
"24","تقييم عقار","Property Evaluation","2009","83","26-01-2009","11000000.00","COMPLETED","1809.19","1","ارض","Land","63","سكنية","Residential","300","الراشديه","Al Rashidiya","1809.19","11000000.00"
"24","تقييم عقار","Property Evaluation","2003","85","02-03-2003","4000000.00","COMPLETED","303.61","1","ارض","Land","62","تجارية","Commercial","238","الضغايه","Al Dhagaya","303.61","4000000.00"
"24","تقييم عقار","Property Evaluation","2004","86","14-02-2004","4875000.00","COMPLETED","696.77","1","ارض","Land","62","تجارية","Commercial","239","البراحه","Al Baraha","696.77","4875000.00"
"24","تقييم عقار","Property Evaluation","2006","90","30-01-2006","1635000.00","COMPLETED","253.16","1","ارض","Land","63","سكنية","Residential","244","المرقبات","Al Murqabat","253.00","1635000.00"
"24","تقييم عقار","Property Evaluation","2007","90","11-02-2007","9532120.00","COMPLETED","442.78","1","ارض","Land","62","تجارية","Commercial","235","عيال ناصر","Eyal Nasser","422.62","9532120.00"
"24","تقييم عقار","Property Evaluation","2006","91","30-01-2006","22000000.00","COMPLETED","948.82","1","ارض","Land","62","تجارية","Commercial","244","المرقبات","Al Murqabat","948.82","22000000.00"
"24","تقييم عقار","Property Evaluation","2008","92","23-01-2008","2387500.00","COMPLETED","887.22","1","ارض","Land","63","سكنية","Residential","396","الخوانيج الأولى","Al Khawaneej First","887.22","2387500.00"
"24","تقييم عقار","Property Evaluation","2008","94","27-01-2008","8250000.00","COMPLETED","1393.55","1","ارض","Land","63","سكنية","Residential","374","ام الشيف","Um Al Sheif","1393.55","8250000.00"
"24","تقييم عقار","Property Evaluation","2008","95","28-01-2008","656500000.00","COMPLETED","4691.60","1","ارض","Land","62","تجارية","Commercial","390","برج خليفة","Burj Khalifa","4691.60","656500000.00"
"24","تقييم عقار","Property Evaluation","2004","96","22-02-2004","18000000.00","COMPLETED","1096.26","1","ارض","Land","62","تجارية","Commercial","267","الرفاعه","Al Raffa","1096.26","18000000.00"
"24","تقييم عقار","Property Evaluation","2004","98","22-02-2004","8000000.00","COMPLETED","2880.46","1","ارض","Land",null,"","","365","الحضيبه","Al Hudaiba","2880.46","8000000.00"
"24","تقييم عقار","Property Evaluation","2008","98","29-01-2008","3000000.00","COMPLETED","211.35","1","ارض","Land","62","تجارية","Commercial","271","الكرامه","Al Karama","211.35","3000000.00"
"24","تقييم عقار","Property Evaluation","2008","99","29-01-2008","3750000.00","COMPLETED","1393.55","1","ارض","Land","63","سكنية","Residential","359","الطوار الثالثه","Al Twar Third","1393.55","3750000.00"
"24","تقييم عقار","Property Evaluation","2005","108","26-02-2005","9000000.00","COMPLETED","1076.56","1","ارض","Land","62","تجارية","Commercial","362","نايف","Naif","983.66","9000000.00"
"24","تقييم عقار","Property Evaluation","2007","108","12-02-2007","90000000.00","COMPLETED","1976.05","1","ارض","Land","62","تجارية","Commercial","240","بور سعيد","Port Saeed","1976.05","90000000.00"
"24","تقييم عقار","Property Evaluation","2003","110","03-03-2003","171000.00","COMPLETED","529.55","1","ارض","Land","63","سكنية","Residential","306","الطوار الرابعة","Al Twar Fourth","529.55","171000.00"
"24","تقييم عقار","Property Evaluation","2004","111","25-02-2004","3000000.00","COMPLETED","999.17","1","ارض","Land","63","سكنية","Residential","303","ام سقيم الاولى","Um Suqaim First","999.17","3000000.00"
"24","تقييم عقار","Property Evaluation","2003","113","03-03-2003","3200000.00","COMPLETED","915.37","1","ارض","Land","63","سكنية","Residential","315","المناره","Al Manara","915.37","3200000.00"
"24","تقييم عقار","Property Evaluation","2008","116","03-02-2008","40000000.00","COMPLETED","1393.55","1","ارض","Land","62","تجارية","Commercial","301","النهده الثانيه","Al Nahda Second","1393.55","40000000.00"
"24","تقييم عقار","Property Evaluation","2006","117","05-02-2006","70000000.00","COMPLETED","2213.60","1","ارض","Land","62","تجارية","Commercial","244","المرقبات","Al Murqabat","2213.57","70000000.00"
"24","تقييم عقار","Property Evaluation","2007","117","14-02-2007","6000000.00","COMPLETED","1393.55","1","ارض","Land",null,"","","365","الحضيبه","Al Hudaiba","1393.55","6000000.00"
"24","تقييم عقار","Property Evaluation","2009","117","05-02-2009","100000000.00","COMPLETED","4499.76","1","ارض","Land","62","تجارية","Commercial","278","منخول","Mankhool","4499.76","100000000.00"
"24","تقييم عقار","Property Evaluation","2006","124","05-02-2006","12000000.00","COMPLETED","820.24","1","ارض","Land","62","تجارية","Commercial","244","المرقبات","Al Murqabat","820.24","12000000.00"
"24","تقييم عقار","Property Evaluation","2006","126","05-02-2006","42978000.00","COMPLETED","16636.60","1","ارض","Land","62","تجارية","Commercial","368","البرشاء الاولى","Al Barsha First","16636.61","42978000.00"
"24","تقييم عقار","Property Evaluation","2006","130","05-02-2006","15550000.00","COMPLETED","2279.28","1","ارض","Land","63","سكنية","Residential","303","ام سقيم الاولى","Um Suqaim First","2279.28","15550000.00"
"24","تقييم عقار","Property Evaluation","2009","135","09-02-2009","15000000.00","COMPLETED","332.13","1","ارض","Land","63","سكنية","Residential","238","الضغايه","Al Dhagaya","332.13","15000000.00"
"24","تقييم عقار","Property Evaluation","2004","136","01-03-2004","3596600.00","COMPLETED","2386.68","1","ارض","Land","63","سكنية","Residential","317","جميرا الاولى","Jumeirah First","2376.46","3596600.00"
"24","تقييم عقار","Property Evaluation","2007","141","26-02-2007","7000000.00","COMPLETED","291.72","1","ارض","Land","63","سكنية","Residential","339","المرر","Al Mararr","290.96","7000000.00"
"24","تقييم عقار","Property Evaluation","2004","142","01-03-2004","6000000.00","COMPLETED","523.88","1","ارض","Land",null,"","","276","البدع","Al Bada","523.88","6000000.00"
"24","تقييم عقار","Property Evaluation","2005","143","19-03-2005","3885000.00","COMPLETED","1570.06","1","ارض","Land","62","تجارية","Commercial","239","البراحه","Al Baraha","1570.00","3885000.00"
"24","تقييم عقار","Property Evaluation","2006","146","05-02-2006","11097750.00","COMPLETED","1374.69","1","ارض","Land","62","تجارية","Commercial","267","الرفاعه","Al Raffa","1373.90","11097750.00"
"24","تقييم عقار","Property Evaluation","2009","147","16-02-2009","1400000.00","COMPLETED","334.45","1","ارض","Land","63","سكنية","Residential","300","الراشديه","Al Rashidiya","334.45","1400000.00"
"24","تقييم عقار","Property Evaluation","2004","149","03-03-2004","1600000.00","COMPLETED","464.52","1","ارض","Land","63","سكنية","Residential","303","ام سقيم الاولى","Um Suqaim First","464.46","1600000.00"
"24","تقييم عقار","Property Evaluation","2003","152","05-04-2003","17000000.00","COMPLETED","1396.33","1","ارض","Land","62","تجارية","Commercial","235","عيال ناصر","Eyal Nasser","1396.73","17000000.00"
"24","تقييم عقار","Property Evaluation","2005","154","22-03-2005","50000000.00","COMPLETED","5566.92","1","ارض","Land","62","تجارية","Commercial","371","الصفوح الثانيه","Al Safouh Second","5566.92","50000000.00"
"24","تقييم عقار","Property Evaluation","2004","155","06-03-2004","33000000.00","COMPLETED","2427.83","1","ارض","Land",null,"","","365","الحضيبه","Al Hudaiba","2453.00","33000000.00"
